RecordID,Year,Month,Name,Value
17,2010,5,P_LK98,1360542.66666667
17,2010,5,P_NLP3,1062824.66666667
17,2010,5,Input_#3_C_1K,54
17,2010,5,Input_#3_C_LK98,238.666666666667
17,2010,5,Input_#3_C_NLP3,184.666666666667
17,2010,5,Input_#3_D_1K,283744.666666667
17,2010,5,Input_#3_P_LK98,1271964.33333333
17,2010,5,Input_#3_P_NLP3,988219.666666667
18,2010,6,RM Category,10 rm
18,2010,6,C.LK98,346
18,2010,6,P.LK98,1766440
18,2010,6,C.1K,52
18,2010,6,D.1K,273722
18,2010,6,C.NLP3,294
18,2010,6,P.NLP3,1492718
18,2010,6,C_1K,52
18,2010,6,C_LK98,276.666666666667
18,2010,6,C_NLP3,224.666666666667
18,2010,6,D_1K,286931.333333333
18,2010,6,P_LK98,1363174.66666667
18,2010,6,P_NLP3,1076243.33333333
18,2010,6,Input_#3_C_1K,49.3333333333333
18,2010,6,Input_#3_C_LK98,252.666666666667
18,2010,6,Input_#3_C_NLP3,203.333333333333
18,2010,6,Input_#3_D_1K,263016.666666667
18,2010,6,Input_#3_P_LK98,1323199
18,2010,6,Input_#3_P_NLP3,1060182.33333333
19,2010,7,RM Category,10 rm
19,2010,7,C.LK98,330
19,2010,7,P.LK98,1482070
19,2010,7,C.1K,64
19,2010,7,D.1K,324714
19,2010,7,C.NLP3,266
19,2010,7,P.NLP3,1157356
19,2010,7,C_1K,56.6666666666667
19,2010,7,C_LK98,324
19,2010,7,C_NLP3,267.333333333333
19,2010,7,D_1K,300218.666666667
19,2010,7,P_LK98,1505745.33333333
19,2010,7,P_NLP3,1205526.66666667
19,2010,7,Input_#3_C_1K,53.3333333333333
19,2010,7,Input_#3_C_LK98,277
19,2010,7,Input_#3_C_NLP3,223.666666666667
19,2010,7,Input_#3_D_1K,283473.333333333
19,2010,7,Input_#3_P_LK98,1395202.66666667
19,2010,7,Input_#3_P_NLP3,1111729.33333333
20,2010,8,RM Category,10 rm
20,2010,8,C.LK98,342
20,2010,8,P.LK98,1542542
20,2010,8,C.1K,60
20,2010,8,D.1K,304088
20,2010,8,C.NLP3,282
20,2010,8,P.NLP3,1238454
20,2010,8,C_1K,58.6666666666667
20,2010,8,C_LK98,339.333333333333
20,2010,8,C_NLP3,280.666666666667
20,2010,8,D_1K,300841.333333333
20,2010,8,P_LK98,1597017.33333333
20,2010,8,P_NLP3,1296176
20,2010,8,Input_#3_C_1K,56.3333333333333
20,2010,8,Input_#3_C_LK98,302.333333333333
20,2010,8,Input_#3_C_NLP3,246
20,2010,8,Input_#3_D_1K,299279.666666667
20,2010,8,Input_#3_P_LK98,1478780
20,2010,8,Input_#3_P_NLP3,1179500.33333333
21,2010,9,RM Category,10 rm
21,2010,9,C.LK98,452
21,2010,9,P.LK98,1882388
21,2010,9,C.1K,64
21,2010,9,D.1K,328038
21,2010,9,C.NLP3,388
21,2010,9,P.NLP3,1554350
21,2010,9,C_1K,62.6666666666667
21,2010,9,C_LK98,374.666666666667
21,2010,9,C_NLP3,312
21,2010,9,D_1K,318946.666666667
21,2010,9,P_LK98,1635666.66666667
21,2010,9,P_NLP3,1316720
21,2010,9,Input_#3_C_1K,57.3333333333333
21,2010,9,Input_#3_C_LK98,325.666666666667
21,2010,9,Input_#3_C_NLP3,268.333333333333
21,2010,9,Input_#3_D_1K,302939
21,2010,9,Input_#3_P_LK98,1499420.66666667
21,2010,9,Input_#3_P_NLP3,1196481.66666667
22,2010,10,RM Category,10 rm
22,2010,10,C.LK98,258
22,2010,10,P.LK98,1366358
22,2010,10,C.1K,54
22,2010,10,D.1K,279800
22,2010,10,C.NLP3,204
22,2010,10,P.NLP3,1086558
22,2010,10,C_1K,59.3333333333333
22,2010,10,C_LK98,350.666666666667
22,2010,10,C_NLP3,291.333333333333
22,2010,10,D_1K,303975.333333333
22,2010,10,P_LK98,1597096
22,2010,10,P_NLP3,1293120.66666667
22,2010,10,Input_#3_C_1K,58
22,2010,10,Input_#3_C_LK98,337.333333333333
22,2010,10,Input_#3_C_NLP3,279.333333333333
22,2010,10,Input_#3_D_1K,302097
22,2010,10,Input_#3_P_LK98,1551420.66666667
22,2010,10,Input_#3_P_NLP3,1249323.66666667
23,2010,11,RM Category,10 rm
23,2010,11,C.LK98,278
23,2010,11,P.LK98,1505464
23,2010,11,C.1K,66
23,2010,11,D.1K,332336
23,2010,11,C.NLP3,212
23,2010,11,P.NLP3,1173128
23,2010,11,C_1K,61.3333333333333
23,2010,11,C_LK98,329.333333333333
23,2010,11,C_NLP3,268
23,2010,11,D_1K,313391.333333333
23,2010,11,P_LK98,1584736.66666667
23,2010,11,P_NLP3,1271345.33333333
23,2010,11,Input_#3_C_1K,60
23,2010,11,Input_#3_C_LK98,334.333333333333
23,2010,11,Input_#3_C_NLP3,274.333333333333
23,2010,11,Input_#3_D_1K,307116.333333333
23,2010,11,Input_#3_P_LK98,1590877
23,2010,11,Input_#3_P_NLP3,1283760.66666667
24,2010,12,RM Category,10 rm
24,2010,12,C.LK98,388
24,2010,12,P.LK98,1849828
24,2010,12,C.1K,88
24,2010,12,D.1K,427148
24,2010,12,C.NLP3,300
24,2010,12,P.NLP3,1422680
24,2010,12,C_1K,69.3333333333333
24,2010,12,C_LK98,308
24,2010,12,C_NLP3,238.666666666667
24,2010,12,D_1K,346428
24,2010,12,P_LK98,1573883.33333333
24,2010,12,P_NLP3,1227455.33333333
24,2010,12,Input_#3_C_1K,66
24,2010,12,Input_#3_C_LK98,341.333333333333
24,2010,12,Input_#3_C_NLP3,275.333333333333
24,2010,12,Input_#3_D_1K,332687.333333333
24,2010,12,Input_#3_P_LK98,1604775
24,2010,12,Input_#3_P_NLP3,1272087.66666667
25,2011,1,RM Category,10 rm
25,2011,1,C.LK98,226
25,2011,1,P.LK98,1254802
25,2011,1,C.1K,46
25,2011,1,D.1K,229208
25,2011,1,C.NLP3,180
25,2011,1,P.NLP3,1025594
25,2011,1,C_1K,66.6666666666667
25,2011,1,C_LK98,297.333333333333
25,2011,1,C_NLP3,230.666666666667
25,2011,1,D_1K,329564
25,2011,1,P_LK98,1536698
25,2011,1,P_NLP3,1207134
25,2011,1,Input_#3_C_1K,63
25,2011,1,Input_#3_C_LK98,324
25,2011,1,Input_#3_C_NLP3,261
25,2011,1,Input_#3_D_1K,316769.666666667
25,2011,1,Input_#3_P_LK98,1566897
25,2011,1,Input_#3_P_NLP3,1250127.33333333
26,2011,2,RM Category,10 rm
26,2011,2,C.LK98,262
26,2011,2,P.LK98,1391168
26,2011,2,C.1K,46
26,2011,2,D.1K,227958
26,2011,2,C.NLP3,216
26,2011,2,P.NLP3,1163210
26,2011,2,C_1K,60
26,2011,2,C_LK98,292
26,2011,2,C_NLP3,232
26,2011,2,D_1K,294771.333333333
26,2011,2,P_LK98,1498599.33333333
26,2011,2,P_NLP3,1203828
26,2011,2,Input_#3_C_1K,60.6666666666667
26,2011,2,Input_#3_C_LK98,310.666666666667
26,2011,2,Input_#3_C_NLP3,250
26,2011,2,Input_#3_D_1K,304081.333333333
26,2011,2,Input_#3_P_LK98,1541668
26,2011,2,Input_#3_P_NLP3,1237586.66666667
27,2011,3,RM Category,10 rm
27,2011,3,C.LK98,442
27,2011,3,P.LK98,2148814
27,2011,3,C.1K,72
27,2011,3,D.1K,375700
27,2011,3,C.NLP3,370
27,2011,3,P.NLP3,1773114
27,2011,3,C_1K,54.6666666666667
27,2011,3,C_LK98,310
27,2011,3,C_NLP3,255.333333333333
27,2011,3,D_1K,277622
27,2011,3,P_LK98,1598261.33333333
27,2011,3,P_NLP3,1320639.33333333
27,2011,3,Input_#3_C_1K,62
27,2011,3,Input_#3_C_LK98,309
27,2011,3,Input_#3_C_NLP3,247
27,2011,3,Input_#3_D_1K,312025
27,2011,3,Input_#3_P_LK98,1586072.33333333
27,2011,3,Input_#3_P_NLP3,1274047.33333333
28,2011,4,RM Category,10 rm
28,2011,4,C.LK98,294
28,2011,4,P.LK98,1511188
28,2011,4,C.1K,42
28,2011,4,D.1K,206808
28,2011,4,C.NLP3,252
28,2011,4,P.NLP3,1304380
28,2011,4,C_1K,53.3333333333333
28,2011,4,C_LK98,332.666666666667
28,2011,4,C_NLP3,279.333333333333
28,2011,4,D_1K,270155.333333333
28,2011,4,P_LK98,1683723.33333333
28,2011,4,P_NLP3,1413568
28,2011,4,Input_#3_C_1K,60
28,2011,4,Input_#3_C_LK98,315
28,2011,4,Input_#3_C_NLP3,255
28,2011,4,Input_#3_D_1K,299859.666666667
28,2011,4,Input_#3_P_LK98,1610210.66666667
28,2011,4,Input_#3_P_NLP3,1310351
29,2011,5,RM Category,10 rm
29,2011,5,C.LK98,356
29,2011,5,P.LK98,1712444
29,2011,5,C.1K,52
29,2011,5,D.1K,257578
29,2011,5,C.NLP3,304
29,2011,5,P.NLP3,1454866
29,2011,5,C_1K,55.3333333333333
29,2011,5,C_LK98,364
29,2011,5,C_NLP3,308.666666666667
29,2011,5,D_1K,280028.666666667
29,2011,5,P_LK98,1790815.33333333
29,2011,5,P_NLP3,1510786.66666667
29,2011,5,Input_#3_C_1K,57.6666666666667
29,2011,5,Input_#3_C_LK98,328
29,2011,5,Input_#3_C_NLP3,270.333333333333
29,2011,5,Input_#3_D_1K,287400
29,2011,5,Input_#3_P_LK98,1644707.33333333
29,2011,5,Input_#3_P_NLP3,1357307.33333333
30,2011,6,RM Category,10 rm
30,2011,6,C.LK98,554
30,2011,6,P.LK98,2475180
30,2011,6,C.1K,54
30,2011,6,D.1K,268216
30,2011,6,C.NLP3,500
30,2011,6,P.NLP3,2206964
30,2011,6,C_1K,49.3333333333333
30,2011,6,C_LK98,401.333333333333
30,2011,6,C_NLP3,352
30,2011,6,D_1K,244200.666666667
30,2011,6,P_LK98,1899604
30,2011,6,P_NLP3,1655403.33333333
30,2011,6,Input_#3_C_1K,52
30,2011,6,Input_#3_C_LK98,355.666666666667
30,2011,6,Input_#3_C_NLP3,303.666666666667
30,2011,6,Input_#3_D_1K,260911.333333333
30,2011,6,Input_#3_P_LK98,1748932.66666667
30,2011,6,Input_#3_P_NLP3,1488021.33333333
31,2011,7,RM Category,10 rm
31,2011,7,C.LK98,508
31,2011,7,P.LK98,2135256
31,2011,7,C.1K,48
31,2011,7,D.1K,239926
31,2011,7,C.NLP3,460
31,2011,7,P.NLP3,1895330
31,2011,7,C_1K,51.3333333333333
31,2011,7,C_LK98,472.666666666667
31,2011,7,C_NLP3,421.333333333333
31,2011,7,D_1K,255240
31,2011,7,P_LK98,2107626.66666667
31,2011,7,P_NLP3,1852386.66666667
31,2011,7,Input_#3_C_1K,52.3333333333333
31,2011,7,Input_#3_C_LK98,402.666666666667
31,2011,7,Input_#3_C_NLP3,350.333333333333
31,2011,7,Input_#3_D_1K,262697.666666667
31,2011,7,Input_#3_P_LK98,1895675
31,2011,7,Input_#3_P_NLP3,1632977.33333333
32,2011,8,RM Category,10 rm
32,2011,8,C.LK98,486
32,2011,8,P.LK98,2232946
32,2011,8,C.1K,80
32,2011,8,D.1K,417234
32,2011,8,C.NLP3,406
32,2011,8,P.NLP3,1815712
32,2011,8,C_1K,60.6666666666667
32,2011,8,C_LK98,516
32,2011,8,C_NLP3,455.333333333333
32,2011,8,D_1K,308458.666666667
32,2011,8,P_LK98,2281127.33333333
32,2011,8,P_NLP3,1972668.66666667
32,2011,8,Input_#3_C_1K,58
32,2011,8,Input_#3_C_LK98,440
32,2011,8,Input_#3_C_NLP3,382
32,2011,8,Input_#3_D_1K,294243.666666667
32,2011,8,Input_#3_P_LK98,2035971.33333333
32,2011,8,Input_#3_P_NLP3,1741727.66666667
33,2011,9,RM Category,10 rm
33,2011,9,C.LK98,548
33,2011,9,P.LK98,2584980
33,2011,9,C.1K,92
33,2011,9,D.1K,475812
33,2011,9,C.NLP3,456
33,2011,9,P.NLP3,2109168
33,2011,9,C_1K,73.3333333333333
33,2011,9,C_LK98,514
33,2011,9,C_NLP3,440.666666666667
33,2011,9,D_1K,377657.333333333
33,2011,9,P_LK98,2317727.33333333
33,2011,9,P_NLP3,1940070
33,2011,9,Input_#3_C_1K,61.3333333333333
33,2011,9,Input_#3_C_LK98,457.666666666667
33,2011,9,Input_#3_C_NLP3,396.333333333333
33,2011,9,Input_#3_D_1K,310929
33,2011,9,Input_#3_P_LK98,2108665.66666667
33,2011,9,Input_#3_P_NLP3,1797736.66666667
34,2011,10,RM Category,10 rm
34,2011,10,C.LK98,344
34,2011,10,P.LK98,1762892
34,2011,10,C.1K,48
34,2011,10,D.1K,244512
34,2011,10,C.NLP3,296
34,2011,10,P.NLP3,1518380
34,2011,10,C_1K,73.3333333333333
34,2011,10,C_LK98,459.333333333333
34,2011,10,C_NLP3,386
34,2011,10,D_1K,379186
34,2011,10,P_LK98,2193606
34,2011,10,P_NLP3,1814420
34,2011,10,Input_#3_C_1K,62.3333333333333
34,2011,10,Input_#3_C_LK98,466
34,2011,10,Input_#3_C_NLP3,403.666666666667
34,2011,10,Input_#3_D_1K,317213
34,2011,10,Input_#3_P_LK98,2150616.33333333
34,2011,10,Input_#3_P_NLP3,1833403.33333333
35,2011,11,RM Category,10 rm
35,2011,11,C.LK98,320
35,2011,11,P.LK98,1717834
35,2011,11,C.1K,86
35,2011,11,D.1K,399394
35,2011,11,C.NLP3,234
35,2011,11,P.NLP3,1318440
35,2011,11,C_1K,75.3333333333333
35,2011,11,C_LK98,404
35,2011,11,C_NLP3,328.666666666667
35,2011,11,D_1K,373239.333333333
35,2011,11,P_LK98,2021902
35,2011,11,P_NLP3,1648662.66666667
35,2011,11,Input_#3_C_1K,68
35,2011,11,Input_#3_C_LK98,460
35,2011,11,Input_#3_C_NLP3,392
35,2011,11,Input_#3_D_1K,340849
35,2011,11,Input_#3_P_LK98,2151514.66666667
35,2011,11,Input_#3_P_NLP3,1810665.66666667
36,2011,12,RM Category,10 rm
36,2011,12,C.LK98,406
36,2011,12,P.LK98,2273340
36,2011,12,C.1K,86
36,2011,12,D.1K,433412
36,2011,12,C.NLP3,320
36,2011,12,P.NLP3,1839928
36,2011,12,C_1K,73.3333333333333
36,2011,12,C_LK98,356.666666666667
36,2011,12,C_NLP3,283.333333333333
36,2011,12,D_1K,359106
36,2011,12,P_LK98,1918022
36,2011,12,P_NLP3,1558916
36,2011,12,Input_#3_C_1K,73.3333333333333
36,2011,12,Input_#3_C_LK98,435.333333333333
36,2011,12,Input_#3_C_NLP3,362
36,2011,12,Input_#3_D_1K,368381.666666667
36,2011,12,Input_#3_P_LK98,2117874.66666667
36,2011,12,Input_#3_P_NLP3,1749493
37,2012,1,RM Category,10 rm
37,2012,1,C.LK98,290
37,2012,1,P.LK98,1675606
37,2012,1,C.1K,42
37,2012,1,D.1K,209862
37,2012,1,C.NLP3,248
37,2012,1,P.NLP3,1465744
37,2012,1,C_1K,71.3333333333333
37,2012,1,C_LK98,338.666666666667
37,2012,1,C_NLP3,267.333333333333
37,2012,1,D_1K,347556
37,2012,1,P_LK98,1888926.66666667
37,2012,1,P_NLP3,1541370.66666667
37,2012,1,Input_#3_C_1K,72.3333333333333
37,2012,1,Input_#3_C_LK98,399
37,2012,1,Input_#3_C_NLP3,326.666666666667
37,2012,1,Input_#3_D_1K,363371
37,2012,1,Input_#3_P_LK98,2041266.33333333
37,2012,1,Input_#3_P_NLP3,1677895.33333333
38,2012,2,RM Category,10 rm
38,2012,2,C.LK98,398
38,2012,2,P.LK98,2207660
38,2012,2,C.1K,110
38,2012,2,D.1K,540982
38,2012,2,C.NLP3,288
38,2012,2,P.NLP3,1666678
38,2012,2,C_1K,79.3333333333333
